PROFILE,ACCOUNT_NUM,REGION,TITLE_ID,CHECK_RESULT,ITEM_SCORED,ITEM_LEVEL,TITLE_TEXT,CHECK_RESULT_EXTENDED,CHECK_ASFF_COMPLIANCE_TYPE,CHECK_SEVERITY,CHECK_SERVICENAME,CHECK_ASFF_RESOURCE_TYPE,CHECK_ASFF_TYPE,CHECK_RISK,CHECK_REMEDIATION,CHECK_DOC,CHECK_CAF_EPIC,CHECK_RESOURCE_ID,PROWLER_START_TIME,ACCOUNT_DETAILS_EMAIL,ACCOUNT_DETAILS_NAME,ACCOUNT_DETAILS_ARN,ACCOUNT_DETAILS_ORG,ACCOUNT_DETAILS_TAGS
ENV,8.12345E+11,eu-north-1,7.16,INFO,,Extra,[extra7160] Check if Redshift has automatic upgrades enabled,eu-north-1: Access Denied trying to describe clusters,Software and Configuration Checks,Medium,redshift,AwsRedshift,Software and Configuration Checks,Without automatic version upgrade enabled; a critical Redshift Cluster version can become severly out of date.,Enabled AutomaticVersionUpgrade on Redshift Cluster,https://docs.aws.amazon.com/redshift/latest/mgmt/managing-cluster-operations.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-south-1,7.16,INFO,,Extra,[extra7160] Check if Redshift has automatic upgrades enabled,ap-south-1: Access Denied trying to describe clusters,Software and Configuration Checks,Medium,redshift,AwsRedshift,Software and Configuration Checks,Without automatic version upgrade enabled; a critical Redshift Cluster version can become severly out of date.,Enabled AutomaticVersionUpgrade on Redshift Cluster,https://docs.aws.amazon.com/redshift/latest/mgmt/managing-cluster-operations.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-west-3,7.16,INFO,,Extra,[extra7160] Check if Redshift has automatic upgrades enabled,eu-west-3: Access Denied trying to describe clusters,Software and Configuration Checks,Medium,redshift,AwsRedshift,Software and Configuration Checks,Without automatic version upgrade enabled; a critical Redshift Cluster version can become severly out of date.,Enabled AutomaticVersionUpgrade on Redshift Cluster,https://docs.aws.amazon.com/redshift/latest/mgmt/managing-cluster-operations.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-west-2,7.16,INFO,,Extra,[extra7160] Check if Redshift has automatic upgrades enabled,eu-west-2: Access Denied trying to describe clusters,Software and Configuration Checks,Medium,redshift,AwsRedshift,Software and Configuration Checks,Without automatic version upgrade enabled; a critical Redshift Cluster version can become severly out of date.,Enabled AutomaticVersionUpgrade on Redshift Cluster,https://docs.aws.amazon.com/redshift/latest/mgmt/managing-cluster-operations.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-west-1,7.16,INFO,,Extra,[extra7160] Check if Redshift has automatic upgrades enabled,eu-west-1: Access Denied trying to describe clusters,Software and Configuration Checks,Medium,redshift,AwsRedshift,Software and Configuration Checks,Without automatic version upgrade enabled; a critical Redshift Cluster version can become severly out of date.,Enabled AutomaticVersionUpgrade on Redshift Cluster,https://docs.aws.amazon.com/redshift/latest/mgmt/managing-cluster-operations.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-northeast-3,7.16,INFO,,Extra,[extra7160] Check if Redshift has automatic upgrades enabled,ap-northeast-3: Access Denied trying to describe clusters,Software and Configuration Checks,Medium,redshift,AwsRedshift,Software and Configuration Checks,Without automatic version upgrade enabled; a critical Redshift Cluster version can become severly out of date.,Enabled AutomaticVersionUpgrade on Redshift Cluster,https://docs.aws.amazon.com/redshift/latest/mgmt/managing-cluster-operations.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-northeast-2,7.16,INFO,,Extra,[extra7160] Check if Redshift has automatic upgrades enabled,ap-northeast-2: Access Denied trying to describe clusters,Software and Configuration Checks,Medium,redshift,AwsRedshift,Software and Configuration Checks,Without automatic version upgrade enabled; a critical Redshift Cluster version can become severly out of date.,Enabled AutomaticVersionUpgrade on Redshift Cluster,https://docs.aws.amazon.com/redshift/latest/mgmt/managing-cluster-operations.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-northeast-1,7.16,INFO,,Extra,[extra7160] Check if Redshift has automatic upgrades enabled,ap-northeast-1: Access Denied trying to describe clusters,Software and Configuration Checks,Medium,redshift,AwsRedshift,Software and Configuration Checks,Without automatic version upgrade enabled; a critical Redshift Cluster version can become severly out of date.,Enabled AutomaticVersionUpgrade on Redshift Cluster,https://docs.aws.amazon.com/redshift/latest/mgmt/managing-cluster-operations.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,sa-east-1,7.16,INFO,,Extra,[extra7160] Check if Redshift has automatic upgrades enabled,sa-east-1: Access Denied trying to describe clusters,Software and Configuration Checks,Medium,redshift,AwsRedshift,Software and Configuration Checks,Without automatic version upgrade enabled; a critical Redshift Cluster version can become severly out of date.,Enabled AutomaticVersionUpgrade on Redshift Cluster,https://docs.aws.amazon.com/redshift/latest/mgmt/managing-cluster-operations.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ca-central-1,7.16,INFO,,Extra,[extra7160] Check if Redshift has automatic upgrades enabled,ca-central-1: Access Denied trying to describe clusters,Software and Configuration Checks,Medium,redshift,AwsRedshift,Software and Configuration Checks,Without automatic version upgrade enabled; a critical Redshift Cluster version can become severly out of date.,Enabled AutomaticVersionUpgrade on Redshift Cluster,https://docs.aws.amazon.com/redshift/latest/mgmt/managing-cluster-operations.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-southeast-1,7.16,INFO,,Extra,[extra7160] Check if Redshift has automatic upgrades enabled,ap-southeast-1: Access Denied trying to describe clusters,Software and Configuration Checks,Medium,redshift,AwsRedshift,Software and Configuration Checks,Without automatic version upgrade enabled; a critical Redshift Cluster version can become severly out of date.,Enabled AutomaticVersionUpgrade on Redshift Cluster,https://docs.aws.amazon.com/redshift/latest/mgmt/managing-cluster-operations.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-southeast-2,7.16,INFO,,Extra,[extra7160] Check if Redshift has automatic upgrades enabled,ap-southeast-2: Access Denied trying to describe clusters,Software and Configuration Checks,Medium,redshift,AwsRedshift,Software and Configuration Checks,Without automatic version upgrade enabled; a critical Redshift Cluster version can become severly out of date.,Enabled AutomaticVersionUpgrade on Redshift Cluster,https://docs.aws.amazon.com/redshift/latest/mgmt/managing-cluster-operations.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-central-1,7.16,INFO,,Extra,[extra7160] Check if Redshift has automatic upgrades enabled,eu-central-1: Access Denied trying to describe clusters,Software and Configuration Checks,Medium,redshift,AwsRedshift,Software and Configuration Checks,Without automatic version upgrade enabled; a critical Redshift Cluster version can become severly out of date.,Enabled AutomaticVersionUpgrade on Redshift Cluster,https://docs.aws.amazon.com/redshift/latest/mgmt/managing-cluster-operations.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-1,7.16,INFO,,Extra,[extra7160] Check if Redshift has automatic upgrades enabled,us-east-1: No Redshift Clusters found,Software and Configuration Checks,Medium,redshift,AwsRedshift,Software and Configuration Checks,Without automatic version upgrade enabled; a critical Redshift Cluster version can become severly out of date.,Enabled AutomaticVersionUpgrade on Redshift Cluster,https://docs.aws.amazon.com/redshift/latest/mgmt/managing-cluster-operations.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-2,7.16,INFO,,Extra,[extra7160] Check if Redshift has automatic upgrades enabled,us-east-2: No Redshift Clusters found,Software and Configuration Checks,Medium,redshift,AwsRedshift,Software and Configuration Checks,Without automatic version upgrade enabled; a critical Redshift Cluster version can become severly out of date.,Enabled AutomaticVersionUpgrade on Redshift Cluster,https://docs.aws.amazon.com/redshift/latest/mgmt/managing-cluster-operations.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-west-1,7.16,INFO,,Extra,[extra7160] Check if Redshift has automatic upgrades enabled,us-west-1: Access Denied trying to describe clusters,Software and Configuration Checks,Medium,redshift,AwsRedshift,Software and Configuration Checks,Without automatic version upgrade enabled; a critical Redshift Cluster version can become severly out of date.,Enabled AutomaticVersionUpgrade on Redshift Cluster,https://docs.aws.amazon.com/redshift/latest/mgmt/managing-cluster-operations.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-west-2,7.16,INFO,,Extra,[extra7160] Check if Redshift has automatic upgrades enabled,us-west-2: No Redshift Clusters found,Software and Configuration Checks,Medium,redshift,AwsRedshift,Software and Configuration Checks,Without automatic version upgrade enabled; a critical Redshift Cluster version can become severly out of date.,Enabled AutomaticVersionUpgrade on Redshift Cluster,https://docs.aws.amazon.com/redshift/latest/mgmt/managing-cluster-operations.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-north-1,7.161,INFO,,Extra,[extra7161] Check if EFS protects sensitive data with encryption at rest,eu-north-1: Access Denied trying to describe file systems,Software and Configuration Checks,Medium,efs,AwsEfsFileSystem,Software and Configuration Checks,EFS should be encrypted at rest to prevent exposure of sensitive data to bad actors,Ensure that encryption at rest is enabled for EFS file systems. Encryption at rest can only be enabled during the file system creation.,https://docs.aws.amazon.com/efs/latest/ug/encryption-at-rest.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-south-1,7.161,INFO,,Extra,[extra7161] Check if EFS protects sensitive data with encryption at rest,ap-south-1: Access Denied trying to describe file systems,Software and Configuration Checks,Medium,efs,AwsEfsFileSystem,Software and Configuration Checks,EFS should be encrypted at rest to prevent exposure of sensitive data to bad actors,Ensure that encryption at rest is enabled for EFS file systems. Encryption at rest can only be enabled during the file system creation.,https://docs.aws.amazon.com/efs/latest/ug/encryption-at-rest.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-west-3,7.161,INFO,,Extra,[extra7161] Check if EFS protects sensitive data with encryption at rest,eu-west-3: Access Denied trying to describe file systems,Software and Configuration Checks,Medium,efs,AwsEfsFileSystem,Software and Configuration Checks,EFS should be encrypted at rest to prevent exposure of sensitive data to bad actors,Ensure that encryption at rest is enabled for EFS file systems. Encryption at rest can only be enabled during the file system creation.,https://docs.aws.amazon.com/efs/latest/ug/encryption-at-rest.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-west-2,7.161,INFO,,Extra,[extra7161] Check if EFS protects sensitive data with encryption at rest,eu-west-2: Access Denied trying to describe file systems,Software and Configuration Checks,Medium,efs,AwsEfsFileSystem,Software and Configuration Checks,EFS should be encrypted at rest to prevent exposure of sensitive data to bad actors,Ensure that encryption at rest is enabled for EFS file systems. Encryption at rest can only be enabled during the file system creation.,https://docs.aws.amazon.com/efs/latest/ug/encryption-at-rest.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-west-1,7.161,INFO,,Extra,[extra7161] Check if EFS protects sensitive data with encryption at rest,eu-west-1: Access Denied trying to describe file systems,Software and Configuration Checks,Medium,efs,AwsEfsFileSystem,Software and Configuration Checks,EFS should be encrypted at rest to prevent exposure of sensitive data to bad actors,Ensure that encryption at rest is enabled for EFS file systems. Encryption at rest can only be enabled during the file system creation.,https://docs.aws.amazon.com/efs/latest/ug/encryption-at-rest.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-northeast-3,7.161,INFO,,Extra,[extra7161] Check if EFS protects sensitive data with encryption at rest,ap-northeast-3: Access Denied trying to describe file systems,Software and Configuration Checks,Medium,efs,AwsEfsFileSystem,Software and Configuration Checks,EFS should be encrypted at rest to prevent exposure of sensitive data to bad actors,Ensure that encryption at rest is enabled for EFS file systems. Encryption at rest can only be enabled during the file system creation.,https://docs.aws.amazon.com/efs/latest/ug/encryption-at-rest.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-northeast-2,7.161,INFO,,Extra,[extra7161] Check if EFS protects sensitive data with encryption at rest,ap-northeast-2: Access Denied trying to describe file systems,Software and Configuration Checks,Medium,efs,AwsEfsFileSystem,Software and Configuration Checks,EFS should be encrypted at rest to prevent exposure of sensitive data to bad actors,Ensure that encryption at rest is enabled for EFS file systems. Encryption at rest can only be enabled during the file system creation.,https://docs.aws.amazon.com/efs/latest/ug/encryption-at-rest.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-northeast-1,7.161,INFO,,Extra,[extra7161] Check if EFS protects sensitive data with encryption at rest,ap-northeast-1: Access Denied trying to describe file systems,Software and Configuration Checks,Medium,efs,AwsEfsFileSystem,Software and Configuration Checks,EFS should be encrypted at rest to prevent exposure of sensitive data to bad actors,Ensure that encryption at rest is enabled for EFS file systems. Encryption at rest can only be enabled during the file system creation.,https://docs.aws.amazon.com/efs/latest/ug/encryption-at-rest.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
